"Call ID","Date/Time (earliest)","Duration","Initial Direction","Total Segments","Inbound","Outbound","Intra-PBX"
"a9932918-770a-448b-8ef3-345d77835da6","03/31/2026 09:04:18 PM","00:00:24","inbound",2,2,0,0
"0252fd1a-1947-4dcb-b82f-3c411b448eac","03/31/2026 06:18:13 PM","00:13:31","outbound",1,0,1,0
"1c7252d3-8fe1-4165-85c2-e2b3f7cc1476","03/31/2026 06:16:56 PM","00:00:56","outbound",1,0,1,0
"2b4edf1e-abbc-40f3-bf47-133236020c85","03/31/2026 06:10:49 PM","00:25:29","inbound",3,3,0,0
"429de95c-e3ff-4e2d-81ee-85f02a18023c","03/31/2026 06:07:27 PM","00:01:33","inbound",5,5,0,0
"6cbdf2a7-e17d-4b41-82c1-309e83ffd76e","03/31/2026 05:56:15 PM","00:00:52","inbound",1,1,0,0
"685fb9ff-a92c-4d06-8c4d-7612e619ed83","03/31/2026 05:24:40 PM","00:00:19","inbound",1,1,0,0
"b1e3b6a4-17d0-4533-82a8-37de0de133d0","03/31/2026 04:35:05 PM","00:02:40","inbound",3,3,0,0
"f0c50c03-7c34-45ab-a1f5-a79ef8cdd0bf","03/31/2026 04:34:33 PM","00:00:26","inbound",1,1,0,0
"3e56bf62-d510-472c-a6f6-9f6c5fa0e271","03/31/2026 04:32:17 PM","00:05:40","inbound",3,3,0,0
"4fa36da0-24e1-43c0-9c08-99054577ed75","03/31/2026 04:28:34 PM","00:02:42","inbound",4,4,0,0
"96211260-64e0-4592-abe9-6fc694e3f552","03/31/2026 04:27:24 PM","00:00:37","inbound",2,2,0,0
"0d14a0b2-0851-475e-a4e3-0339daaa15ed","03/31/2026 04:25:54 PM","00:00:30","inbound",1,1,0,0
"0cc067f1-76b2-47e3-847a-67cfb35af6b0","03/31/2026 04:21:23 PM","00:00:11","inbound",1,1,0,0
"0dd7123e-bd3c-473e-bc8a-c6457c60e642","03/31/2026 03:55:52 PM","00:14:15","outbound",1,0,1,0
"5614e41d-154f-4c4e-a851-017c65cf2717","03/31/2026 03:50:26 PM","00:05:04","inbound",3,3,0,0
"dbde84d6-13a8-4938-a306-0ace94c31983","03/31/2026 03:49:26 PM","00:01:12","outbound",1,0,1,0
"0085af57-c2dd-4ee2-9cbd-7531546179e6","03/31/2026 03:47:12 PM","00:00:23","inbound",2,2,0,0
"787650ba-2c7a-401c-b6a0-70f6aec44c46","03/31/2026 03:43:51 PM","00:05:14","inbound",2,2,0,0
"6ec394da-1cca-494c-b710-5bbd43f4ffff","03/31/2026 03:43:30 PM","00:03:43","inbound",3,3,0,0
"50db3cd5-695a-4ac1-bbd8-02f6768812af","03/31/2026 03:35:44 PM","00:00:37","inbound",2,2,0,0
"326db1be-d171-4ddb-8f7a-3ee537e2f2c3","03/31/2026 03:28:55 PM","00:00:23","outbound",1,0,1,0
"39bb6fcc-faaf-4b4e-a684-dd0e840fdf29","03/31/2026 03:17:55 PM","00:00:24","inbound",2,2,0,0
"34e38e5e-c768-4a05-8ea1-34f05d16629d","03/31/2026 03:16:35 PM","00:10:26","outbound",1,0,1,0
"ecccc305-da75-4f0c-9b3f-ba72a18a47cd","03/31/2026 03:11:57 PM","00:02:10","inbound",4,4,0,0
"f13ee91b-50a7-4557-b7c1-15fc7c4e2c6d","03/31/2026 02:57:24 PM","00:00:10","inbound",1,1,0,0
"dd7c303f-400b-4d21-84fd-84716b638f06","03/31/2026 02:53:40 PM","00:13:30","inbound",3,3,0,0
"6432efe1-b5df-40bc-9291-5c8e5b5f77db","03/31/2026 02:43:45 PM","00:01:20","inbound",3,3,0,0
"162ee3ce-017e-40a5-b36e-2dc59b229d33","03/31/2026 02:43:16 PM","00:08:19","outbound",1,0,1,0
"b0a18859-370c-4087-a99a-124277a0db30","03/31/2026 02:40:21 PM","00:09:15","outbound",1,0,1,0
"b330a866-054d-481e-b1dc-7dbf6e82e018","03/31/2026 02:39:03 PM","00:11:40","inbound",3,3,0,0
"8bf2586e-eb8d-43e3-a52d-f3f43966b664","03/31/2026 02:24:35 PM","00:10:20","outbound",1,0,1,0
"e2e87b4e-d302-4ea3-96d6-690adab8199c","03/31/2026 02:22:05 PM","00:01:11","inbound",3,3,0,0
"8dc46012-d202-40d5-aafc-8708c591155b","03/31/2026 02:20:52 PM","00:19:13","inbound",1,1,0,0
"3f38f22b-78dc-4992-a68b-eaccd362a1b7","03/31/2026 02:16:56 PM","00:02:37","inbound",3,3,0,0
"5f5c44a2-14dd-4271-8a2d-7b20a6c26447","03/31/2026 02:16:12 PM","00:08:01","inbound",3,3,0,0
"eceeaa2b-c124-49ff-ace5-d918bd2b0e42","03/31/2026 02:11:14 PM","00:00:09","inbound",1,1,0,0
"c1d82f62-817f-4622-a819-3f1b72642a24","03/31/2026 02:09:29 PM","00:00:46","inbound",2,2,0,0
"9a793d11-f2b5-4eb2-a461-e1ae49a0e9bd","03/31/2026 02:09:00 PM","00:00:26","inbound",1,1,0,0
"2fa2e907-15c6-4281-94bb-2e7b4db9557d","03/31/2026 02:06:26 PM","00:01:03","inbound",2,2,0,0
"7903e82e-4827-4124-8571-cc86e2ed91b6","03/31/2026 02:03:39 PM","00:00:43","inbound",3,3,0,0
"83c8fb8e-b6b5-4523-a805-e07ea979c1c3","03/31/2026 01:59:03 PM","00:10:07","outbound",1,0,1,0
"fdc0bd80-7b24-4961-bd01-16f14fb3f8b5","03/31/2026 01:56:55 PM","00:20:51","inbound",3,3,0,0
"68e5bcc7-aaba-4d65-a145-92a0d224a843","03/31/2026 01:56:43 PM","00:19:33","outbound",1,0,1,0
"08c66c8f-4125-4b0a-a2f2-4166d0eddb8a","03/31/2026 01:55:34 PM","00:15:38","inbound",3,3,0,0
"bbe13f88-6699-435a-ae9c-e9ecf341d147","03/31/2026 01:49:20 PM","00:00:42","outbound",1,0,1,0
"b067f46f-fe6c-4955-8070-9bdf748ef1f1","03/31/2026 01:48:44 PM","00:02:42","inbound",4,4,0,0
"9c2659bd-9b8f-4b05-ab02-81bdd2c7d2a1","03/31/2026 01:39:18 PM","00:00:17","inbound",1,1,0,0
"788d80a2-d543-4f62-951d-114671a7f9cb","03/31/2026 01:18:28 PM","00:15:03","inbound",3,3,0,0
"2ceab825-671c-4bc2-8258-5d2460d2dfa8","03/31/2026 01:14:21 PM","00:05:38","inbound",3,3,0,0
"6d0c8ea3-7d5f-47cb-9652-9ec4436b2c5e","03/31/2026 01:02:47 PM","00:09:25","inbound",1,1,0,0
"d297ebc9-2169-4baa-b214-a561904450da","03/31/2026 01:02:24 PM","00:02:05","outbound",1,0,1,0
"01d31b9d-3c78-4744-8aae-09b827f5ac6f","03/31/2026 01:01:33 PM","00:00:00","inbound",1,1,0,0
"3e585b30-a67e-4122-8770-b4bfa13778b3","03/31/2026 01:00:45 PM","00:00:40","outbound",1,0,1,0
"3faa7bab-c4e8-4f0b-9f3d-6c870559de48","03/31/2026 12:51:14 PM","00:06:58","intrapbx",1,0,0,1
"7d07ff12-168d-4671-ae6e-536f370b1b70","03/31/2026 12:49:26 PM","00:08:46","inbound",3,3,0,0
"a8cf6b06-4a14-47db-861c-adf38b4d3ee5","03/31/2026 12:46:14 PM","00:09:53","inbound",3,3,0,0
"7ece2c07-6309-4c4a-a0a8-922c5a7c286d","03/31/2026 12:41:06 PM","00:04:20","outbound",1,0,1,0
"eb0ee8c6-19f5-47cd-b1ca-d9381022df2a","03/31/2026 12:37:26 PM","00:12:32","inbound",3,3,0,0
"3b756199-d792-41f9-a37a-ec9d295e4aff","03/31/2026 12:28:13 PM","00:04:10","inbound",4,4,0,0
"6707f7ff-1f78-4267-b377-1ea5172cb9b3","03/31/2026 12:10:47 PM","00:01:04","outbound",1,0,1,0
"67393dcf-fc2a-4f41-be5b-4b521f2cd39b","03/31/2026 12:05:24 PM","00:12:08","outbound",1,0,1,0
"c2c95586-4d1c-44f1-94e8-0f07f381f936","03/31/2026 12:02:13 PM","00:17:24","outbound",1,0,1,0
"83585b89-d938-4afc-8703-73256ce86b32","03/31/2026 11:59:46 AM","00:02:21","inbound",1,1,0,0
"3513678f-b69b-46b2-b097-3d6ec8743226","03/31/2026 11:52:46 AM","00:01:04","inbound",2,2,0,0
"c79ac547-f436-46cc-9dc6-66d2924edf56","03/31/2026 11:50:30 AM","00:06:30","inbound",4,4,0,0
"4f70eef0-71a8-45db-af52-e437197f0d73","03/31/2026 11:48:09 AM","00:00:58","inbound",2,2,0,0
