"Call ID","Date/Time (earliest)","Duration","Initial Direction","Total Segments","Inbound","Outbound","Intra-PBX"
"d85e9e88-a67b-446f-975a-37fd369d855d","10/02/2025 08:35:45 PM","00:00:00","inbound",1,1,0,0
"d4cbc4c6-8c98-4038-b837-5961edc05803","10/02/2025 05:53:38 PM","00:01:56","inbound",1,1,0,0
"f26e2454-cbe8-462b-9eb3-8748e044f193","10/02/2025 05:50:42 PM","00:04:03","inbound",3,3,0,0
"23e87869-e30f-4cbb-add8-b0491658ee4b","10/02/2025 05:50:07 PM","00:00:32","inbound",3,3,0,0
"2e7397fa-0e20-4f19-a43c-244b9331b96b","10/02/2025 05:42:22 PM","00:06:50","inbound",3,3,0,0
"26e65e34-8697-4bdb-9376-dfe12ad1b97a","10/02/2025 05:30:02 PM","00:06:00","inbound",3,3,0,0
"777ac599-28d2-4484-99ba-99e6a0bf4f47","10/02/2025 05:25:29 PM","00:00:03","outbound",1,0,1,0
"659e6b1c-72a3-477a-a8c5-9d2657d0e0ea","10/02/2025 05:23:05 PM","00:00:15","inbound",1,1,0,0
"dfc465d8-7cfb-45d3-9426-9a00d948c4c7","10/02/2025 05:21:03 PM","00:04:30","inbound",3,3,0,0
"33f41f6c-9af4-4445-bfb3-b277fc6cf45d","10/02/2025 05:18:12 PM","00:00:04","inbound",1,1,0,0
"52d2ca6d-44c2-42f0-ad7b-677582fa8f2c","10/02/2025 05:16:35 PM","00:01:37","inbound",5,5,0,0
"1b01c8ba-91a8-4061-9662-9aec1513f945","10/02/2025 05:11:20 PM","00:00:54","inbound",2,2,0,0
"4a154c04-bb95-4531-9187-2211290b1afa","10/02/2025 05:03:56 PM","00:15:06","inbound",3,3,0,0
"0d2f90fa-824c-4c0a-a578-9962103ead7a","10/02/2025 05:03:35 PM","00:04:20","inbound",5,5,0,0
"af03c32e-00a4-49ef-8fef-7d7e22c5238c","10/02/2025 04:59:00 PM","00:05:36","inbound",3,3,0,0
"bcfc0216-4d98-40ae-bd2b-20a23f6ba42e","10/02/2025 04:50:11 PM","00:28:54","intrapbx",1,0,0,1
"12a7933a-0538-4805-b7d4-088c0cfb9d4a","10/02/2025 04:49:51 PM","00:29:15","intrapbx",1,0,0,1
"2cf06da0-6811-4041-837b-d54d07fe0bca","10/02/2025 04:49:15 PM","00:21:26","inbound",1,1,0,0
"7f063f23-d733-4f35-947b-286b86f6f622","10/02/2025 04:39:59 PM","00:00:12","inbound",1,1,0,0
"ee0fb4ea-c620-4aab-9c91-b540d0bbefb7","10/02/2025 04:39:00 PM","00:00:06","outbound",1,0,1,0
"49e2f850-b187-4221-a987-9be8ae8786dc","10/02/2025 04:38:25 PM","00:01:04","inbound",3,3,0,0
"adb9ba4a-1b79-4901-aec6-d2de3f430773","10/02/2025 04:37:59 PM","00:00:00","inbound",1,1,0,0
"596f5c4d-a396-423c-85bd-94f180a14e8c","10/02/2025 04:36:53 PM","00:01:16","outbound",1,0,1,0
"d624720e-826b-41aa-985d-8281b2818bbb","10/02/2025 04:33:27 PM","00:00:11","outbound",1,0,1,0
"50def31d-853e-4258-9523-f1e21d2379e3","10/02/2025 04:30:58 PM","00:00:03","outbound",1,0,1,0
"10c622fb-21e5-40bc-9b02-872bd8f26715","10/02/2025 04:28:22 PM","00:01:08","inbound",3,3,0,0
"ed174823-1ffd-4645-b21f-db09f9f46bc3","10/02/2025 04:28:11 PM","00:00:27","outbound",1,0,1,0
"5cf84d0e-9d64-4dbd-b7e4-406f91259c8e","10/02/2025 04:25:49 PM","00:00:51","outbound",1,0,1,0
"42db8b23-7320-4cd9-ba2b-4663b1800340","10/02/2025 04:23:39 PM","00:00:11","outbound",1,0,1,0
"b497378e-1639-4a7b-9f53-9b977144b487","10/02/2025 04:22:58 PM","00:00:07","outbound",1,0,1,0
"f3d06eea-8b37-4146-ad44-6d05a76ed7e5","10/02/2025 04:20:48 PM","00:00:06","outbound",1,0,1,0
"9c09d922-27ab-44e2-a811-ca5b4062882d","10/02/2025 04:20:21 PM","00:00:02","outbound",1,0,1,0
"72c34a54-2972-4fb0-94dd-a5905716fa99","10/02/2025 04:17:51 PM","00:00:06","outbound",1,0,1,0
"e62f4bd8-dc94-4a18-8e40-d7066280078f","10/02/2025 04:16:54 PM","00:01:22","outbound",1,0,1,0
"8f284989-f5c7-4b61-bb5a-1003f88c4255","10/02/2025 04:16:09 PM","00:00:04","outbound",1,0,1,0
"f9f3b709-27c8-4c1f-855b-f00eb48818d4","10/02/2025 04:15:39 PM","00:00:12","outbound",1,0,1,0
"0833cd5d-2a89-4126-87db-dabe4bd0ce0a","10/02/2025 04:13:38 PM","00:00:03","outbound",1,0,1,0
"840fb794-88eb-4675-9c6b-a015b7e1786b","10/02/2025 04:06:19 PM","00:06:17","outbound",1,0,1,0
"cd3f0f77-e804-4b7b-a572-a86d35143663","10/02/2025 03:57:47 PM","00:05:41","inbound",3,3,0,0
"5f33406a-b198-4925-816a-b6e5385fd4bd","10/02/2025 03:57:12 PM","00:00:25","inbound",2,2,0,0
"99300015-aaf2-48ad-b798-3fd23c3fb122","10/02/2025 03:55:48 PM","00:18:46","inbound",3,3,0,0
"339c1f68-23a2-4bee-8664-b17aa320c824","10/02/2025 03:55:31 PM","00:08:15","outbound",1,0,1,0
"1fb85997-0cbb-4950-8807-5b607974c1ef","10/02/2025 03:53:51 PM","00:10:38","outbound",1,0,1,0
"ae26b917-ba38-4958-8ea7-7b2defe6bab3","10/02/2025 03:47:14 PM","00:00:48","inbound",1,1,0,0
"c9045889-d2a7-4b29-a274-0390b6bac03d","10/02/2025 03:46:50 PM","00:16:17","inbound",3,3,0,0
"f613d097-7725-4c40-934f-72c39d8d836f","10/02/2025 03:44:22 PM","00:01:28","inbound",3,3,0,0
"0bcaee91-ce0f-46d2-a4dc-cd6a81ba6662","10/02/2025 03:41:25 PM","00:00:24","inbound",2,2,0,0
"b127edfe-60a5-4ada-ba01-f862a4cba292","10/02/2025 03:39:32 PM","00:00:03","outbound",1,0,1,0
"5859a63b-8b7e-4a91-9e1f-6785bfcd80f3","10/02/2025 03:36:54 PM","00:00:05","outbound",1,0,1,0
"cb8d2da5-9c73-41aa-8f57-adbd6497e0cf","10/02/2025 03:35:19 PM","00:02:48","inbound",4,4,0,0
"e016075f-bbe3-481b-a64a-dce97e1528fd","10/02/2025 03:34:58 PM","00:00:06","outbound",1,0,1,0
"3d9c307f-bc7c-483b-97fc-697af005903a","10/02/2025 03:33:11 PM","00:00:04","outbound",1,0,1,0
"e4b8a649-9062-4d2d-b6dd-6084e83821d4","10/02/2025 03:32:23 PM","00:08:22","outbound",1,0,1,0
"169a004c-c513-4aa4-9ccc-90538856a759","10/02/2025 03:31:38 PM","00:00:28","outbound",1,0,1,0
"811b0228-3e47-4e1f-b715-6618d6e35317","10/02/2025 03:31:21 PM","00:00:09","outbound",1,0,1,0
"22403d1d-1b32-4242-8ef3-0d7aac51076d","10/02/2025 03:30:57 PM","00:00:16","outbound",1,0,1,0
